,manager,href,href_text,alt,img
192,Bill Eastwood,https://www.virtus.com/products/newfleet-high-yield,"Virtus Newfleet High Yield Fund ...
virtus.com",Virtus Newfleet High Yield Fund | Virtus Investment Partners,/Users/jsusser/Desktop/managers/Bill Eastwood/2PHCHX US equity Bill Eastwood.jpg
193,Bill Eastwood,https://www.virtus.com/products/newfleet-high-yield,"Virtus Newfleet High Yield Fund ...
virtus.com",Virtus Newfleet High Yield Fund | Virtus Investment Partners,/Users/jsusser/Desktop/managers/Bill Eastwood/3PHCHX US equity Bill Eastwood.jpg
194,Bill Eastwood,https://www.virtus.com/products/newfleet-high-yield,"Virtus Newfleet High Yield Fund ...
virtus.com",Virtus Newfleet High Yield Fund | Virtus Investment Partners,/Users/jsusser/Desktop/managers/Bill Eastwood/4PHCHX US equity Bill Eastwood.jpg
195,Michael Weaver,https://www.fidelity.com/bin-public/060_www_fidelity_com/documents/SHDOCS/SPHIX/hosts/sh_comm_pmqa.000455.RETAIL_pdf.pdf,"Fidelity® High Income Fund
fidelity.com",Fidelity® High Income Fund,/Users/jsusser/Desktop/managers/Michael Weaver/1SPHIX US equity Michael Weaver.jpg
196,Michael Weaver,https://nb.fidelity.com/public/workplacefunds/view-all/0455,"SPHIX - Fidelity ® High Income Fund ...
nb.fidelity.com",SPHIX - Fidelity ® High Income Fund | Fidelity Investments,/Users/jsusser/Desktop/managers/Michael Weaver/2SPHIX US equity Michael Weaver.jpg
197,Michael Weaver,https://nb.fidelity.com/public/workplacefunds/view-all/0455,"SPHIX - Fidelity ® High Income Fund ...
nb.fidelity.com",SPHIX - Fidelity ® High Income Fund | Fidelity Investments,/Users/jsusser/Desktop/managers/Michael Weaver/3SPHIX US equity Michael Weaver.jpg
198,Michael Weaver,https://www.weaverindex.com/,"Michael Weaver Strategic Services ...
weaverindex.com","Michael Weaver Strategic Services: Copywriting, Planning, Marketing",/Users/jsusser/Desktop/managers/Michael Weaver/6SPHIX US equity Michael Weaver.jpg
199,Michael Weaver,https://www.linkedin.com/in/michael-weaver-1060ba43,"Michael Weaver - Independent Consultant ...
linkedin.com",Michael Weaver - Independent Consultant - Independent Consultant | LinkedIn,/Users/jsusser/Desktop/managers/Michael Weaver/9SPHIX US equity Michael Weaver.jpg
200,Kevin H Gundersen,https://www.marketscreener.com/business-leaders/Kevin-Gundersen-00FL0F-E/biography/,"Kevin Hans Gundersen - Biography
marketscreener.com",Kevin Hans Gundersen - Biography,/Users/jsusser/Desktop/managers/Kevin H Gundersen/12SHYIX US equity Kevin H Gundersen.jpg
201,Tracy Chen,https://www.leggmason.com/en-us/products/mutual-funds/bw-global-high-yield-fund.html,"Global High Yield Fund (LMYIX ...
leggmason.com",BrandywineGLOBAL - Global High Yield Fund (LMYIX) | Legg Mason,/Users/jsusser/Desktop/managers/Tracy Chen/1LMZIX US equity Tracy Chen.jpg
202,Tracy Chen,https://www.linkedin.com/in/tracy-chen-540ba6140,"Tracy Chen - Mid-Market Business ...
linkedin.com",Tracy Chen - Mid-Market Business Development Representative - FiscalNote |  LinkedIn,/Users/jsusser/Desktop/managers/Tracy Chen/2LMZIX US equity Tracy Chen.jpg
203,Tracy Chen,https://www.linkedin.com/in/tracychen2,"Tracy Chen - Associate - L.E.K ...
linkedin.com",Tracy Chen - Associate - L.E.K. Consulting | LinkedIn,/Users/jsusser/Desktop/managers/Tracy Chen/3LMZIX US equity Tracy Chen.jpg
204,Tracy Chen,https://brandywineglobal.com/aroundthecurve/index.cfm?page=authors&content=579681549,"Tracy Chen, CFA, CAIA | Authors ...
brandywineglobal.com","Tracy Chen, CFA, CAIA | Authors | Around the Curve",/Users/jsusser/Desktop/managers/Tracy Chen/4LMZIX US equity Tracy Chen.jpg
205,Tracy Chen,https://www.facebook.com/TracyChenNYL/,"Tracy Y. Chen, Financial Services ...
facebook.com","Tracy Y. Chen, Financial Services Professional with Nylife Securities LLC -  Home | Facebook",/Users/jsusser/Desktop/managers/Tracy Chen/5LMZIX US equity Tracy Chen.jpg
206,Tracy Chen,https://www.linkedin.com/pub/dir/Tracy/Chen/us-0-United-States,"100+ ""Tracy Chen"" profiles | LinkedIn
linkedin.com","100+ ""Tracy Chen"" profiles | LinkedIn",/Users/jsusser/Desktop/managers/Tracy Chen/6LMZIX US equity Tracy Chen.jpg
207,Tracy Chen,https://www.linkedin.com/pub/dir/Tracy/Chen/us-0-United-States,"100+ ""Tracy Chen"" profiles | LinkedIn
linkedin.com","100+ ""Tracy Chen"" profiles | LinkedIn",/Users/jsusser/Desktop/managers/Tracy Chen/7LMZIX US equity Tracy Chen.jpg
208,Tracy Chen,https://www.linkedin.com/pub/dir/Tracy/Chen/us-0-United-States,"100+ ""Tracy Chen"" profiles | LinkedIn
linkedin.com","100+ ""Tracy Chen"" profiles | LinkedIn",/Users/jsusser/Desktop/managers/Tracy Chen/8LMZIX US equity Tracy Chen.jpg
209,Tracy Chen,https://www.linkedin.com/pub/dir/Tracy/Chen/us-0-United-States,"100+ ""Tracy Chen"" profiles | LinkedIn
linkedin.com","100+ ""Tracy Chen"" profiles | LinkedIn",/Users/jsusser/Desktop/managers/Tracy Chen/11LMZIX US equity Tracy Chen.jpg
210,Brian L Kloss,https://www.leggmason.com/en-us/products/mutual-funds/bw-global-high-yield-fund.html,"Global High Yield Fund (LMYIX ...
leggmason.com",BrandywineGLOBAL - Global High Yield Fund (LMYIX) | Legg Mason,/Users/jsusser/Desktop/managers/Brian L Kloss/1LMZIX US equity Brian L Kloss.jpg
211,Brian L Kloss,https://brandywineglobal.com/aroundthecurve/index.cfm?page=authors&content=320181834,"Brian L. Kloss, JD, CPA | Authors ...
brandywineglobal.com","Brian L. Kloss, JD, CPA | Authors | Around the Curve",/Users/jsusser/Desktop/managers/Brian L Kloss/2LMZIX US equity Brian L Kloss.jpg
212,Brian L Kloss,https://www.leggmason.com/en-us/products/mutual-funds/bw-global-high-yield-fund.html,"Global High Yield Fund (LMYIX ...
leggmason.com",BrandywineGLOBAL - Global High Yield Fund (LMYIX) | Legg Mason,/Users/jsusser/Desktop/managers/Brian L Kloss/4LMZIX US equity Brian L Kloss.jpg
213,"Gerhardt P Herbert ""Gary""",https://www.linkedin.com/in/gerhardt-gary-p-herbert-cfa-0b7b0a123,"Gerhardt (Gary) P. Herbert, CFA - U.S ...
linkedin.com","Gerhardt (Gary) P. Herbert, CFA - U.S. Head of Global Tactical Asset  Allocation and Diversified Portfolios - J.P. Morgan Asset Management |  LinkedIn","/Users/jsusser/Desktop/managers/Gerhardt P Herbert ""Gary""/1LMZIX US equity Gerhardt P Herbert ""Gary"".jpg"
214,"Gerhardt P Herbert ""Gary""",https://www.linkedin.com/pub/dir/Gary/Herbert,"70+ ""Gary Herbert"" profiles | LinkedIn
linkedin.com","70+ ""Gary Herbert"" profiles | LinkedIn","/Users/jsusser/Desktop/managers/Gerhardt P Herbert ""Gary""/11LMZIX US equity Gerhardt P Herbert ""Gary"".jpg"
215,Richard J Lindquist,https://citywireselector.com/manager/richard-j-lindquist/d13348,"Richard J. Lindquist | Fund Manager ...
citywireselector.com","Richard J. Lindquist | Fund Manager Fact Sheet | Morgan Stanley Investment  Management, Morgan Stanley- US | Citywire",/Users/jsusser/Desktop/managers/Richard J Lindquist/1MSYIX US equity Richard J Lindquist.jpg
216,Richard J Lindquist,https://www.marketscreener.com/business-leaders/Daniel-Lindquist-069Z9W-E/biography/,"Daniel Joel Lindquist - Biography
marketscreener.com",Daniel Joel Lindquist - Biography,/Users/jsusser/Desktop/managers/Richard J Lindquist/11MSYIX US equity Richard J Lindquist.jpg
217,Gary J Pokrzywinski,http://www.sim-llc.com/team/gary-j-pokrzywinski-cfa,"Gary Pokrzywinski
sim-llc.com",Gary Pokrzywinski,/Users/jsusser/Desktop/managers/Gary J Pokrzywinski/1SHOAX US equity Gary J Pokrzywinski.jpg
218,Steven Wagner,https://equityfwd.org/steven-wagner,"Steven Wagner | Equity Forward
equityfwd.org",Steven Wagner | Equity Forward,/Users/jsusser/Desktop/managers/Steven Wagner/1FHIIX US equity Steven Wagner.jpg
219,Steven Wagner,https://www.securitysales.com/business/people/open-options-steve-wagner-president/,"Open Options Appoints Industry Veteran ...
securitysales.com",Open Options Appoints Industry Veteran Steve Wagner as President - Security  Sales & Integration,/Users/jsusser/Desktop/managers/Steven Wagner/2FHIIX US equity Steven Wagner.jpg
220,Steven Wagner,https://www.linkedin.com/in/stevewagneroperations,"Steven Wagner - Vice President - Seat ...
linkedin.com","Steven Wagner - Vice President - Seat Structure Product Line, Strategic  Planning, Procurement - Faurecia - North American Seating | LinkedIn",/Users/jsusser/Desktop/managers/Steven Wagner/6FHIIX US equity Steven Wagner.jpg
221,Steven Wagner,https://www.linkedin.com/in/stevewagneroperations,"Steven Wagner - Vice President - Seat ...
linkedin.com","Steven Wagner - Vice President - Seat Structure Product Line, Strategic  Planning, Procurement - Faurecia - North American Seating | LinkedIn",/Users/jsusser/Desktop/managers/Steven Wagner/7FHIIX US equity Steven Wagner.jpg
222,Steven Wagner,https://www.linkedin.com/in/stevewagneroperations,"Steven Wagner - Vice President - Seat ...
linkedin.com","Steven Wagner - Vice President - Seat Structure Product Line, Strategic  Planning, Procurement - Faurecia - North American Seating | LinkedIn",/Users/jsusser/Desktop/managers/Steven Wagner/9FHIIX US equity Steven Wagner.jpg
223,Steven Wagner,https://www.linkedin.com/in/stevewagneroperations,"Steven Wagner - Vice President - Seat ...
linkedin.com","Steven Wagner - Vice President - Seat Structure Product Line, Strategic  Planning, Procurement - Faurecia - North American Seating | LinkedIn",/Users/jsusser/Desktop/managers/Steven Wagner/10FHIIX US equity Steven Wagner.jpg
224,Steven Wagner,https://www.linkedin.com/in/stevewagneroperations,"Steven Wagner - Vice President - Seat ...
linkedin.com","Steven Wagner - Vice President - Seat Structure Product Line, Strategic  Planning, Procurement - Faurecia - North American Seating | LinkedIn",/Users/jsusser/Desktop/managers/Steven Wagner/11FHIIX US equity Steven Wagner.jpg
225,Jean C Lin,https://www.nuveen.com/mutual-funds/nuveen-high-yield-income-fund,"Nuveen High Yield Income Fund | Mutual ...
nuveen.com",Nuveen High Yield Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Jean C Lin/2NCOAX US equity Jean C Lin.jpg
226,Chris Jones,https://www.linkedin.com/in/chris-jones-2858656,"Chris Jones - Vice President ...
linkedin.com",Chris Jones - Vice President Communications - FanDuel | LinkedIn,/Users/jsusser/Desktop/managers/Chris Jones/1HAHAX US equity Chris Jones.jpg
227,Chris Jones,https://rocketreach.co/chris-jones-email_10753265,"Equifax's President, Latin America email
rocketreach.co","Chris Jones's email & phone | Equifax's President, Latin America email",/Users/jsusser/Desktop/managers/Chris Jones/2HAHAX US equity Chris Jones.jpg
228,Chris Jones,https://andersen.com/people/jones-chris,"Christopher Jones Andersen valuation ...
andersen.com",Christopher Jones Andersen valuation for financial reporting | Andersen,/Users/jsusser/Desktop/managers/Chris Jones/3HAHAX US equity Chris Jones.jpg
229,Chris Jones,https://www.linkedin.com/in/chris-jones-61040,"Chris Jones - New York, New York ...
linkedin.com","Chris Jones - New York, New York | Professional Profile | LinkedIn",/Users/jsusser/Desktop/managers/Chris Jones/4HAHAX US equity Chris Jones.jpg
230,Chris Jones,https://www.linkedin.com/in/chris-jones-2858656,"Chris Jones - Vice President ...
linkedin.com",Chris Jones - Vice President Communications - FanDuel | LinkedIn,/Users/jsusser/Desktop/managers/Chris Jones/7HAHAX US equity Chris Jones.jpg
231,Chris Jones,https://www.linkedin.com/in/chris-jones-53959a90,"Chris Jones - New York, New York ...
linkedin.com","Chris Jones - New York, New York | Professional Profile | LinkedIn",/Users/jsusser/Desktop/managers/Chris Jones/9HAHAX US equity Chris Jones.jpg
232,Peter Schwab,https://impaxam.com/products/fixed-income/high-yield-bond-strategy/pax-high-yield-bond-fund/,"Pax High Yield Bond Fund | High Yield ...
impaxam.com",Pax High Yield Bond Fund | High Yield Bond Strategy | Products | Impax  Asset Management,/Users/jsusser/Desktop/managers/Peter Schwab/1PAXHX US equity Peter Schwab.jpg
233,Peter Schwab,https://www.twst.com/news/high-yield-esg-portfolio-environmental-social-governance-picks-award-winning-pax-svp-peter-schwab/,"Award Winning Pax SVP Peter Schwab ...
twst.com","High Yield ESG Portfolio - Environmental, Social, Governance - Picks from  Award Winning Pax SVP Peter Schwab - The Wall Street Transcript",/Users/jsusser/Desktop/managers/Peter Schwab/2PAXHX US equity Peter Schwab.jpg
234,Peter Schwab,https://impaxam.com/products/fixed-income/high-yield-bond-strategy/pax-high-yield-bond-fund/,"Pax High Yield Bond Fund | High Yield ...
impaxam.com",Pax High Yield Bond Fund | High Yield Bond Strategy | Products | Impax  Asset Management,/Users/jsusser/Desktop/managers/Peter Schwab/3PAXHX US equity Peter Schwab.jpg
235,Peter Schwab,https://impaxam.com/products/fixed-income/high-yield-bond-strategy/pax-high-yield-bond-fund/,"Pax High Yield Bond Fund | High Yield ...
impaxam.com",Pax High Yield Bond Fund | High Yield Bond Strategy | Products | Impax  Asset Management,/Users/jsusser/Desktop/managers/Peter Schwab/4PAXHX US equity Peter Schwab.jpg
236,John P McCarthy,https://www.linkedin.com/in/john-p-mccarthy-45170680,"John P. McCarthy - Senior Portfolio ...
linkedin.com",John P. McCarthy - Senior Portfolio Manager - Macquarie Investment  Management | LinkedIn,/Users/jsusser/Desktop/managers/John P McCarthy/5DPHYX US equity John P McCarthy.jpg
237,Brian Robertson,https://marketdecisions.com/team/dr-brian-robertson/,"Brian Robertson, Ph.D. | Market ...
marketdecisions.com","Brian Robertson, Ph.D. | Market Decisions Research",/Users/jsusser/Desktop/managers/Brian Robertson/1PLSRX US equity Brian Robertson.jpg
238,Brian Robertson,https://www.linkedin.com/in/brian-robertson-ba1a14138,"Brian Robertson - Vice President - CBRE ...
linkedin.com",Brian Robertson - Vice President - CBRE | LinkedIn,/Users/jsusser/Desktop/managers/Brian Robertson/2PLSRX US equity Brian Robertson.jpg
239,Evangelos Karagiannis,http://apcg.meteo.noa.gr/index.php/people/93-dimitris-karagiannis,"Dimitris Karagiannis
apcg.meteo.noa.gr",Atmospheric Physics and Chemistry Group - Dimitris Karagiannis,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/1PHYSX US equity Evangelos Karagiannis.jpg
240,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp92,"Business Partners | September-October ...
issuu.com",Business Partners | September-October 2017 by Raymond Matera Publishing -  issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/3PHYSX US equity Evangelos Karagiannis.jpg
241,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp_may-jun_16,"Business Partners | May-June 2016 by ...
issuu.com",Business Partners | May-June 2016 by Raymond Matera Publishing - issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/4PHYSX US equity Evangelos Karagiannis.jpg
242,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp_jan-feb_17,"Business Partners | January-February ...
issuu.com",Business Partners | January-February 2017 by Raymond Matera Publishing -  issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/5PHYSX US equity Evangelos Karagiannis.jpg
243,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp_nov-dec_12,"Business Partners | November-December ...
issuu.com",Business Partners | November-December 2012 by Raymond Matera Publishing -  issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/6PHYSX US equity Evangelos Karagiannis.jpg
244,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp_jan-feb_16,"Business Partners | January-February ...
issuu.com",Business Partners | January-February 2016 by Raymond Matera Publishing -  issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/7PHYSX US equity Evangelos Karagiannis.jpg
245,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp95,"Business Partners | March-April 2018 by ...
issuu.com",Business Partners | March-April 2018 by Raymond Matera Publishing - issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/8PHYSX US equity Evangelos Karagiannis.jpg
246,Evangelos Karagiannis,https://issuu.com/rmpp/docs/bp94,"Business Partners | Januray-February ...
issuu.com",Business Partners | Januray-February 2018 by Raymond Matera Publishing -  issuu,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/9PHYSX US equity Evangelos Karagiannis.jpg
247,Evangelos Karagiannis,http://apcg.meteo.noa.gr/index.php/people/42-ioannis-panagiotis-raptis,"Ioannis Panagiotis Raptis
apcg.meteo.noa.gr",Atmospheric Physics and Chemistry Group - Ioannis Panagiotis Raptis,/Users/jsusser/Desktop/managers/Evangelos Karagiannis/10PHYSX US equity Evangelos Karagiannis.jpg
248,Michael Y Yean,https://www.pacificincome.com/staff/michael-y-yean/,"Michael Y. Yean - Pacific Income Advisers
pacificincome.com",Michael Y. Yean - Pacific Income Advisers,/Users/jsusser/Desktop/managers/Michael Y Yean/1PHYSX US equity Michael Y Yean.jpg
249,Michael Y Yean,https://issuu.com/urscholarship/docs/urm-1988v50i4,"University of Richmond Magazine Summer ...
issuu.com",University of Richmond Magazine Summer 1988 by UR Scholarship Repository -  issuu,/Users/jsusser/Desktop/managers/Michael Y Yean/8PHYSX US equity Michael Y Yean.jpg
250,"Sreeniwas V Prabhu ""Sreeni""",https://video.foxbusiness.com/v/2109735449001/,"Improving Housing Market ...
video.foxbusiness.com",How Investors Can Play the Improving Housing Market | Fox Business Video,"/Users/jsusser/Desktop/managers/Sreeniwas V Prabhu ""Sreeni""/13ANHAX US equity Sreeniwas V Prabhu ""Sreeni"".jpg"
251,Bob Boyd,https://www.linkedin.com/in/bob-boyd-5932a614,"Bob Boyd - Managing Director ...
linkedin.com",Bob Boyd - Managing Director / Portfolio Manager - Pacific Asset Management  | LinkedIn,/Users/jsusser/Desktop/managers/Bob Boyd/1PLHIX US equity Bob Boyd.jpg
252,Mitch Garfin,https://www.blackrock.com/us/individual/products/227557/blackrock-high-yield-bondinstitutional-class-fund,"High Yield Bond Fund | BHYIX ...
blackrock.com",High Yield Bond Fund | BHYIX | Institutional,/Users/jsusser/Desktop/managers/Mitch Garfin/2BHYIX US equity Mitch Garfin.jpg
253,Mitch Garfin,https://www.blackrock.com/ca/institutional/en/biographies/mitchell-garfin,"Mitchell Garfin - Institutional | BlackRock
blackrock.com",Mitchell Garfin - Institutional | BlackRock,/Users/jsusser/Desktop/managers/Mitch Garfin/3BHYIX US equity Mitch Garfin.jpg
254,Mitch Garfin,https://www.blackrock.com/us/individual/products/227557/blackrock-high-yield-bondinstitutional-class-fund,"High Yield Bond Fund | BHYIX ...
blackrock.com",High Yield Bond Fund | BHYIX | Institutional,/Users/jsusser/Desktop/managers/Mitch Garfin/4BHYIX US equity Mitch Garfin.jpg
255,Mitch Garfin,https://www.blackrock.com/us/individual/products/227557/blackrock-high-yield-bondinstitutional-class-fund,"High Yield Bond Fund | BHYIX ...
blackrock.com",High Yield Bond Fund | BHYIX | Institutional,/Users/jsusser/Desktop/managers/Mitch Garfin/5BHYIX US equity Mitch Garfin.jpg
256,Brenda Langenfeld,https://www.nuveen.com/en-us/people/profiles/l/brenda-a-langenfeld,"Brenda A. Langenfeld | Nuveen
nuveen.com",Brenda A. Langenfeld | Nuveen,/Users/jsusser/Desktop/managers/Brenda Langenfeld/1FJSIX US equity Brenda Langenfeld.jpg
257,Brenda Langenfeld,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Brenda Langenfeld/3FJSIX US equity Brenda Langenfeld.jpg
258,Brenda Langenfeld,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Brenda Langenfeld/5FJSIX US equity Brenda Langenfeld.jpg
259,Brenda Langenfeld,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Brenda Langenfeld/8FJSIX US equity Brenda Langenfeld.jpg
260,Brenda Langenfeld,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Brenda Langenfeld/10FJSIX US equity Brenda Langenfeld.jpg
261,Aashh Parekh,https://www.nuveen.com/en-us/people/profiles/p/aashh-parekh,"Aashh K Parekh | Nuveen
nuveen.com",Aashh K Parekh | Nuveen,/Users/jsusser/Desktop/managers/Aashh Parekh/1FJSIX US equity Aashh Parekh.jpg
262,Aashh Parekh,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Aashh Parekh/2FJSIX US equity Aashh Parekh.jpg
263,Aashh Parekh,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Aashh Parekh/4FJSIX US equity Aashh Parekh.jpg
264,Aashh Parekh,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Aashh Parekh/5FJSIX US equity Aashh Parekh.jpg
265,Aashh Parekh,https://www.nuveen.com/mutual-funds/nuveen-credit-income-fund,"Nuveen Credit Income Fund | Mutual Fund ...
nuveen.com",Nuveen Credit Income Fund | Mutual Fund | Nuveen,/Users/jsusser/Desktop/managers/Aashh Parekh/6FJSIX US equity Aashh Parekh.jpg
266,Tim Leary,https://www.investmentnews.com/looking-under-the-hood-of-an-esg-focused-high-yield-bond-fund-170706,"ESG-focused high-yield bond fund ...
investmentnews.com",Looking under the hood of an ESG-focused high-yield bond fund -  InvestmentNews,/Users/jsusser/Desktop/managers/Tim Leary/1RGHYX US equity Tim Leary.jpg
267,Andrzej Skiba,https://www.zoominfo.com/c/bluebay-asset-management-llp/32296815,"Bluebay Asset Management - Overview ...
zoominfo.com","Bluebay Asset Management - Overview, News & Competitors | ZoomInfo.com",/Users/jsusser/Desktop/managers/Andrzej Skiba/1RGHYX US equity Andrzej Skiba.jpg
268,Andrzej Skiba,https://citywireselector.com/news/bluebay-expands-alts-range-with-leverage-finance-strategy/a1268926,"leverage finance strategy ...
citywireselector.com",BlueBay expands alts range with leverage finance strategy - Citywire,/Users/jsusser/Desktop/managers/Andrzej Skiba/3RGHYX US equity Andrzej Skiba.jpg
269,Andrzej Skiba,https://view.ceros.com/citywire/selector-choice/p/3,"Selector Choice - Issue 1
view.ceros.com",Selector Choice - Issue 1,/Users/jsusser/Desktop/managers/Andrzej Skiba/6RGHYX US equity Andrzej Skiba.jpg
270,Steven Rosenthal,http://stevenprosenthal.com/,"Steven P. Rosenthal: Founder ...
stevenprosenthal.com","Steven P. Rosenthal: Founder, Businessman, Philanthropist",/Users/jsusser/Desktop/managers/Steven Rosenthal/1PHDYX US equity Steven Rosenthal.jpg
271,Sonali Pier,https://www.pimco.com/en-us/experts/sonali-pier,"Sonali Pier | PIMCO
pimco.com",Sonali Pier | PIMCO,/Users/jsusser/Desktop/managers/Sonali Pier/1PHSIX US equity Sonali Pier.jpg
272,Sonali Pier,https://www.pimco.com/en-us/experts/sonali-pier,"Sonali Pier | PIMCO
pimco.com",Sonali Pier | PIMCO,/Users/jsusser/Desktop/managers/Sonali Pier/3PHSIX US equity Sonali Pier.jpg
273,Sonali Pier,https://www.pimco.com/en-us/experts/sonali-pier,"Sonali Pier | PIMCO
pimco.com",Sonali Pier | PIMCO,/Users/jsusser/Desktop/managers/Sonali Pier/7PHSIX US equity Sonali Pier.jpg
274,Sonali Pier,https://www.pimco.com/documents/summary.aspx?c=72201W204&wd=Summary%20Prospectus&fn=PIMCO_High_Yield_Spectrum_SP.pdf&id=t%2BoAFnY8p23oOLngyAxTw3vhfP%2BH5YWD5W76YzlGLZVyz43gZ9ixCBu8Q0Zp1i0nJb2dvMmCek%2F7Eex8XikoNLHNqq85AEPhMR9DWcLlh4Tr1IDSmJF2fsy5%2BKhyvcrfwI7dXuYuKfNLM7TKoi3%2Fn8Oa9hAAonFLZguOGr3PM0s0nFOU4ST9Jn3irQ33Ph6hi6UmWRs8pEKoWzSrIaQlUdeVevyC1xBnvBV%2FSHGpSR0dZXzP4s502DDiEv6%2FCJ4EkFCHNr9jmgizUmz0C9S7xv%2BioEAGpT6mkc16kQ68ALk1cLT2ID7NPKcvxQsACDuCVK2CFS1VRAOhwi%2FsMZNA4v9HRX73lGVRMAXpXiVw3QrW6Io3nTiM%2BoVVP%2B3A03SQeFeAucuZJ%2BbkjhSruIURIkgsvdWkgrMtiiTRnN4DveW%2Bb3RQ6lQzhV6pIBhZgmqwP1n8YDYZ8q8jdGCbup%2BFLA%3D%3D,"PIMCO High Yield Spectrum Fund
pimco.com",PIMCO High Yield Spectrum Fund,/Users/jsusser/Desktop/managers/Sonali Pier/8PHSIX US equity Sonali Pier.jpg
275,Fred Hoff,https://uk.news.yahoo.com/bet-3-high-yield-mutual-121912096.html,"Bet on These 3 High-Yield Mutual Funds ...
uk.news.yahoo.com",Bet on These 3 High-Yield Mutual Funds for Healthy Gains,/Users/jsusser/Desktop/managers/Fred Hoff/3FSHNX US equity Fred Hoff.jpg
276,Robert Cignarella,https://www.businesswire.com/news/home/20180927005534/en/PGIM-Investments-expands-active-ETF-platform-with-the-launch-of-a-new-high-yield-bond-fund,"PGIM Investments expands active ETF ...
businesswire.com",PGIM Investments expands active ETF platform with the launch of a new high  yield bond fund | Business Wire,/Users/jsusser/Desktop/managers/Robert Cignarella/1PBHAX US equity Robert Cignarella.jpg
277,Robert Cignarella,https://www.businesswire.com/news/home/20180405005159/en/PGIM-Fixed-Income-announces-leadership-changes-to-its-US-bank-loan-team,"PGIM Fixed Income announces leadership ...
businesswire.com",PGIM Fixed Income announces leadership changes to its US bank loan team |  Business Wire,/Users/jsusser/Desktop/managers/Robert Cignarella/2PBHAX US equity Robert Cignarella.jpg
278,Robert Cignarella,https://www.ipe.com/high-yield-us-issuers-euro-spreads/10007314.article,"High Yield: US issuers, euro spreads ...
ipe.com","High Yield: US issuers, euro spreads | Asset Class Reports | IPE",/Users/jsusser/Desktop/managers/Robert Cignarella/8PBHAX US equity Robert Cignarella.jpg
279,Ryan Kelly,https://www.linkedin.com/in/ryan-kelly-60ba148a,"Ryan Kelly - Investment Banking ...
linkedin.com",Ryan Kelly - Investment Banking - Leveraged Finance Analyst - Jefferies |  LinkedIn,/Users/jsusser/Desktop/managers/Ryan Kelly/1PBHAX US equity Ryan Kelly.jpg
280,Ryan Kelly,https://www.linkedin.com/in/ryan-kelly-648b631b,"Ryan Kelly - Associate - Bluewater ...
linkedin.com",Ryan Kelly - Associate - Bluewater Property Group | LinkedIn,/Users/jsusser/Desktop/managers/Ryan Kelly/2PBHAX US equity Ryan Kelly.jpg
281,Ryan Kelly,https://www.hennessyfunds.com/people/ryan-kelley,"Ryan C. Kelley | Hennessy Funds
hennessyfunds.com",Ryan C. Kelley | Hennessy Funds,/Users/jsusser/Desktop/managers/Ryan Kelly/4PBHAX US equity Ryan Kelly.jpg
